code,name,description,refreshed_at,from_date,to_date
PBMU2018,"Lead Mini Futures, September 2018, PBMU2018, MCX","Historical MCX Futures Prices: Lead Mini Futures, September 2018, PBMU2018, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-09-2018 23:04,01-05-2018,28-09-2018
PBMV2014,"Lead Mini Futures, October 2014, PBMV2014, MCX","Historical MCX Futures Prices: Lead Mini Futures, October 2014, PBMV2014, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2014 20:36,12-06-2014,31-10-2014
PBMV2015,"Lead Mini Futures, October 2015, PBMV2015, MCX","Historical MCX Futures Prices: Lead Mini Futures, October 2015, PBMV2015, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-11-2015 11:42,15-06-2015,30-10-2015
PBMV2016,"Lead Mini Futures, October 2016, PBMV2016, MCX","Historical MCX Futures Prices: Lead Mini Futures, October 2016, PBMV2016, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2016 22:02,01-06-2016,31-10-2016
PBMV2017,"Lead Mini Futures, October 2017, PBMV2017, MCX","Historical MCX Futures Prices: Lead Mini Futures, October 2017, PBMV2017, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,02-06-2017,31-10-2017
PBMV2018,"Lead Mini Futures, October 2018, PBMV2018, MCX","Historical MCX Futures Prices: Lead Mini Futures, October 2018, PBMV2018, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2018 23:01,01-06-2018,31-10-2018
PBMX2014,"Lead Mini Futures, November 2014, PBMX2014, MCX","Historical MCX Futures Prices: Lead Mini Futures, November 2014, PBMX2014, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-11-2014 22:37,07-07-2014,28-11-2014
PBMX2015,"Lead Mini Futures, November 2015, PBMX2015, MCX","Historical MCX Futures Prices: Lead Mini Futures, November 2015, PBMX2015, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-12-2015 11:02,03-07-2015,30-11-2015
PBMX2016,"Lead Mini Futures, November 2016, PBMX2016, MCX","Historical MCX Futures Prices: Lead Mini Futures, November 2016, PBMX2016, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-12-2016 20:03,04-07-2016,02-12-2016
PBMX2017,"Lead Mini Futures, November 2017, PBMX2017, MCX","Historical MCX Futures Prices: Lead Mini Futures, November 2017, PBMX2017, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,03-07-2017,01-12-2017
PBMX2018,"Lead Mini Futures, November 2018, PBMX2018, MCX","Historical MCX Futures Prices: Lead Mini Futures, November 2018, PBMX2018, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,02-07-2018,19-11-2018
PBMZ2013,"Lead Mini Futures, December 2013, PBMZ2013, MCX","Historical MCX Futures Prices: Lead Mini Futures, December 2013, PBMZ2013, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",09-01-2014 16:56,04-12-2013,30-12-2013
PBMZ2014,"Lead Mini Futures, December 2014, PBMZ2014, MCX","Historical MCX Futures Prices: Lead Mini Futures, December 2014, PBMZ2014, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-12-2014 11:10,08-08-2014,31-12-2014
PBMZ2015,"Lead Mini Futures, December 2015, PBMZ2015, MCX","Historical MCX Futures Prices: Lead Mini Futures, December 2015, PBMZ2015, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-01-2016 11:02,10-08-2015,31-12-2015
PBMZ2016,"Lead Mini Futures, December 2016, PBMZ2016, MCX","Historical MCX Futures Prices: Lead Mini Futures, December 2016, PBMZ2016, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-12-2016 03:04,02-08-2016,30-12-2016
PBMZ2017,"Lead Mini Futures, December 2017, PBMZ2017, MCX","Historical MCX Futures Prices: Lead Mini Futures, December 2017, PBMZ2017, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,01-08-2017,01-01-2018
PBMZ2018,"Lead Mini Futures, December 2018, PBMZ2018, MCX","Historical MCX Futures Prices: Lead Mini Futures, December 2018, PBMZ2018, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,01-08-2018,19-11-2018
PBN2014,"Lead Futures, July 2014, PBN2014, MCX","Historical MCX Futures Prices: Lead Futures, July 2014, PBN2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-07-2014 16:26,07-05-2014,31-07-2014
PBN2015,"Lead Futures, July 2015, PBN2015, MCX","Historical MCX Futures Prices: Lead Futures, July 2015, PBN2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-07-2015 21:02,23-03-2015,31-07-2015
PBN2016,"Lead Futures, July 2016, PBN2016, MCX","Historical MCX Futures Prices: Lead Futures, July 2016, PBN2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-08-2016 22:01,01-03-2016,01-08-2016
PBN2017,"Lead Futures, July 2017, PBN2017, MCX","Historical MCX Futures Prices: Lead Futures, July 2017, PBN2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-08-2017 14:35,02-03-2017,31-07-2017
PBN2018,"Lead Futures, July 2018, PBN2018, MCX","Historical MCX Futures Prices: Lead Futures, July 2018, PBN2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-07-2018 23:03,01-03-2018,31-07-2018
PBQ2014,"Lead Futures, August 2014, PBQ2014, MCX","Historical MCX Futures Prices: Lead Futures, August 2014, PBQ2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-08-2014 16:00,09-06-2014,28-08-2014
PBQ2015,"Lead Futures, August 2015, PBQ2015, MCX","Historical MCX Futures Prices: Lead Futures, August 2015, PBQ2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-08-2015 11:02,14-05-2015,31-08-2015
PBQ2016,"Lead Futures, August 2016, PBQ2016, MCX","Historical MCX Futures Prices: Lead Futures, August 2016, PBQ2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2016 22:01,01-04-2016,01-09-2016
PBQ2017,"Lead Futures, August 2017, PBQ2017, MCX","Historical MCX Futures Prices: Lead Futures, August 2017, PBQ2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-09-2017 23:01,03-04-2017,01-09-2017
PBQ2018,"Lead Futures, August 2018, PBQ2018, MCX","Historical MCX Futures Prices: Lead Futures, August 2018, PBQ2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-08-2018 23:03,02-04-2018,30-08-2018
PBU2014,"Lead Futures, September 2014, PBU2014, MCX","Historical MCX Futures Prices: Lead Futures, September 2014, PBU2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-09-2014 16:09,02-06-2014,30-09-2014
PBU2015,"Lead Futures, September 2015, PBU2015, MCX","Historical MCX Futures Prices: Lead Futures, September 2015, PBU2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-10-2015 18:10,23-06-2015,30-09-2015
PBU2016,"Lead Futures, September 2016, PBU2016, MCX","Historical MCX Futures Prices: Lead Futures, September 2016, PBU2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-09-2016 22:02,02-05-2016,30-09-2016
PBU2017,"Lead Futures, September 2017, PBU2017, MCX","Historical MCX Futures Prices: Lead Futures, September 2017, PBU2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-09-2017 23:01,02-05-2017,29-09-2017
PBU2018,"Lead Futures, September 2018, PBU2018, MCX","Historical MCX Futures Prices: Lead Futures, September 2018, PBU2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-09-2018 23:04,01-05-2018,28-09-2018
PBV2014,"Lead Futures, October 2014, PBV2014, MCX","Historical MCX Futures Prices: Lead Futures, October 2014, PBV2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2014 20:36,09-06-2014,31-10-2014
PBV2015,"Lead Futures, October 2015, PBV2015, MCX","Historical MCX Futures Prices: Lead Futures, October 2015, PBV2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-11-2015 11:42,08-07-2015,30-10-2015
PBV2016,"Lead Futures, October 2016, PBV2016, MCX","Historical MCX Futures Prices: Lead Futures, October 2016, PBV2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2016 22:02,01-06-2016,31-10-2016
PBV2017,"Lead Futures, October 2017, PBV2017, MCX","Historical MCX Futures Prices: Lead Futures, October 2017, PBV2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,02-06-2017,31-10-2017
PBV2018,"Lead Futures, October 2018, PBV2018, MCX","Historical MCX Futures Prices: Lead Futures, October 2018, PBV2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-10-2018 23:01,01-06-2018,31-10-2018
PBX2014,"Lead Futures, November 2014, PBX2014, MCX","Historical MCX Futures Prices: Lead Futures, November 2014, PBX2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-11-2014 22:37,30-07-2014,28-11-2014
PBX2015,"Lead Futures, November 2015, PBX2015, MCX","Historical MCX Futures Prices: Lead Futures, November 2015, PBX2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-12-2015 11:02,09-07-2015,30-11-2015
PBX2016,"Lead Futures, November 2016, PBX2016, MCX","Historical MCX Futures Prices: Lead Futures, November 2016, PBX2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-12-2016 20:03,04-07-2016,02-12-2016
PBX2017,"Lead Futures, November 2017, PBX2017, MCX","Historical MCX Futures Prices: Lead Futures, November 2017, PBX2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,03-07-2017,01-12-2017
PBX2018,"Lead Futures, November 2018, PBX2018, MCX","Historical MCX Futures Prices: Lead Futures, November 2018, PBX2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,02-07-2018,19-11-2018
PBZ2013,"Lead Futures, December 2013, PBZ2013, MCX","Historical MCX Futures Prices: Lead Futures, December 2013, PBZ2013, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",09-01-2014 16:56,04-12-2013,30-12-2013
PBZ2014,"Lead Futures, December 2014, PBZ2014, MCX","Historical MCX Futures Prices: Lead Futures, December 2014, PBZ2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-12-2014 11:10,10-09-2014,31-12-2014
PBZ2015,"Lead Futures, December 2015, PBZ2015, MCX","Historical MCX Futures Prices: Lead Futures, December 2015, PBZ2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-01-2016 11:02,06-08-2015,31-12-2015
PBZ2016,"Lead Futures, December 2016, PBZ2016, MCX","Historical MCX Futures Prices: Lead Futures, December 2016, PBZ2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-12-2016 03:04,02-08-2016,30-12-2016
PBZ2017,"Lead Futures, December 2017, PBZ2017, MCX","Historical MCX Futures Prices: Lead Futures, December 2017, PBZ2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,01-08-2017,01-01-2018
PBZ2018,"Lead Futures, December 2018, PBZ2018, MCX","Historical MCX Futures Prices: Lead Futures, December 2018, PBZ2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: Rs. per KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,01-08-2018,19-11-2018
POTH2014,"Potato Futures, March 2014, POTH2014, MCX","Historical MCX Futures Prices: Potato Futures, March 2014, POTH2014, Multi Commodity Exchange India. Trading Unit: 15 MT. Quotation: Rs. per quintal. Tick size: 10 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2014 17:25,06-12-2013,31-03-2014
POTJ2014,"Potato Futures, April 2014, POTJ2014, MCX","Historical MCX Futures Prices: Potato Futures, April 2014, POTJ2014, Multi Commodity Exchange India. Trading Unit: 15 MT. Quotation: Rs. per quintal. Tick size: 10 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",30-04-2014 16:27,06-12-2013,30-04-2014
POTK2014,"Potato Futures, May 2014, POTK2014, MCX","Historical MCX Futures Prices: Potato Futures, May 2014, POTK2014, Multi Commodity Exchange India. Trading Unit: 15 MT. Quotation: Rs. per quintal. Tick size: 10 paise.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-05-2014 08:14,06-12-2013,30-05-2014
POTM2014,"Potato Futures, June 2014, POTM2014, MCX","Historical MCX Futures Prices: Potato Futures, June 2014, POTM2014, Multi Commodity Exchange India. Trading Unit: 15 MT. Quotation: Rs. per quintal. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-06-2014 15:55,06-12-2013,30-06-2014
POTN2014,"Potato Futures, July 2014, POTN2014, MCX","Historical MCX Futures Prices: Potato Futures, July 2014, POTN2014, Multi Commodity Exchange India. Trading Unit: 15 MT. Quotation: Rs. per quintal. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-07-2014 16:26,23-12-2013,31-07-2014
POTQ2014,"Potato Futures, August 2014, POTQ2014, MCX","Historical MCX Futures Prices: Potato Futures, August 2014, POTQ2014, Multi Commodity Exchange India. Trading Unit: 15 MT. Quotation: Rs. per quintal. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-08-2014 15:51,28-01-2014,28-08-2014
POTU2014,"Potato Futures, September 2014, POTU2014, MCX","Historical MCX Futures Prices: Potato Futures, September 2014, POTU2014, Multi Commodity Exchange India. Trading Unit: 15 MT. Quotation: Rs. per quintal. Tick size: 10 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-09-2014 16:09,11-04-2014,30-09-2014
SIF2018,"Silver Futures, January 2018, SIF2018, MCX","Historical MCX Futures Prices: Silver Futures, January 2018, SIF2018, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",23-01-2018 23:04,02-01-2018,23-01-2018
SIH2014,"Silver Futures, March 2014, SIH2014, MCX","Historical MCX Futures Prices: Silver Futures, March 2014, SIH2014, Multi Commodity Exchange India.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-03-2014 16:51,06-12-2013,05-03-2014
SIH2015,"Silver Futures, March 2015, SIH2015, MCX","Historical MCX Futures Prices: Silver Futures, March 2015, SIH2015, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-03-2015 11:11,07-05-2014,05-03-2015
SIH2016,"Silver Futures, March 2016, SIH2016, MCX","Historical MCX Futures Prices: Silver Futures, March 2016, SIH2016, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",07-03-2016 11:02,28-04-2015,04-03-2016
SIH2017,"Silver Futures, March 2017, SIH2017, MCX","Historical MCX Futures Prices: Silver Futures, March 2017, SIH2017, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",07-03-2017 14:48,16-03-2016,03-03-2017
SIH2018,"Silver Futures, March 2018, SIH2018, MCX","Historical MCX Futures Prices: Silver Futures, March 2018, SIH2018, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-03-2018 23:01,20-03-2017,05-03-2018
SIH2019,"Silver Futures, March 2019, SIH2019, MCX","Historical MCX Futures Prices: Silver Futures, March 2019, SIH2019, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,16-03-2018,19-11-2018
SIK2014,"Silver Futures, May 2014, SIK2014, MCX","Historical MCX Futures Prices: Silver Futures, May 2014, SIK2014, Multi Commodity Exchange India.     Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",05-05-2014 17:39,06-12-2013,05-05-2014
SIK2015,"Silver Futures, May 2015, SIK2015, MCX","Historical MCX Futures Prices: Silver Futures, May 2015, SIK2015, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",05-05-2015 11:03,03-10-2014,05-05-2015
SIK2016,"Silver Futures, May 2016, SIK2016, MCX","Historical MCX Futures Prices: Silver Futures, May 2016, SIK2016, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",06-05-2016 11:02,21-05-2015,05-05-2016
SIK2017,"Silver Futures, May 2017, SIK2017, MCX","Historical MCX Futures Prices: Silver Futures, May 2017, SIK2017, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-06-2017 23:01,16-05-2016,01-06-2017
SIK2018,"Silver Futures, May 2018, SIK2018, MCX","Historical MCX Futures Prices: Silver Futures, May 2018, SIK2018, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",04-05-2018 23:05,16-05-2017,04-05-2018
SIK2019,"Silver Futures, May 2019, SIK2019, MCX","Historical MCX Futures Prices: Silver Futures, May 2019, SIK2019, Multi Commodity Exchange India. Trading Unit: 100 Kgs. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,16-05-2018,19-11-2018
SIMF2018,"Silver Mini Futures, January 2018, SIMF2018, MCX","Historical MCX Futures Prices: Silver Mini Futures, January 2018, SIMF2018, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",23-01-2018 23:04,02-01-2018,23-01-2018
SIMG2014,"Silver Mini Futures, February 2014, SIMG2014, MCX","Historical MCX Futures Prices: Silver Mini Futures, February 2014, SIMG2014, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG.     Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-02-2014 17:30,06-12-2013,28-02-2014
SIMG2015,"Silver Mini Futures, February 2015, SIMG2015, MCX","Historical MCX Futures Prices: Silver Mini Futures, February 2015, SIMG2015, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",27-02-2015 11:11,07-05-2014,27-02-2015
SIMG2016,"Silver Mini Futures, February 2016, SIMG2016, MCX","Historical MCX Futures Prices: Silver Mini Futures, February 2016, SIMG2016, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2016 11:02,16-04-2015,29-02-2016
SIMG2017,"Silver Mini Futures, February 2017, SIMG2017, MCX","Historical MCX Futures Prices: Silver Mini Futures, February 2017, SIMG2017, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2017 22:01,16-03-2016,01-03-2017
SIMG2018,"Silver Mini Futures, February 2018, SIMG2018, MCX","Historical MCX Futures Prices: Silver Mini Futures, February 2018, SIMG2018, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-02-2018 23:01,03-04-2017,28-02-2018
SIMG2019,"Silver Mini Futures, February 2019, SIMG2019, MCX","Historical MCX Futures Prices: Silver Mini Futures, February 2019, SIMG2019, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,16-03-2018,19-11-2018
SIMJ2014,"Silver Mini Futures, April 2014, SIMJ2014, MCX","Historical MCX Futures Prices: Silver Mini Futures, April 2014, SIMJ2014, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG.     Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",30-04-2014 16:18,06-12-2013,30-04-2014
SIMJ2015,"Silver Mini Futures, April 2015, SIMJ2015, MCX","Historical MCX Futures Prices: Silver Mini Futures, April 2015, SIMJ2015, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-04-2015 11:03,03-10-2014,30-04-2015
SIMJ2016,"Silver Mini Futures, April 2016, SIMJ2016, MCX","Historical MCX Futures Prices: Silver Mini Futures, April 2016, SIMJ2016, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-05-2016 11:03,04-06-2015,29-04-2016
SIMJ2017,"Silver Mini Futures, April 2017, SIMJ2017, MCX","Historical MCX Futures Prices: Silver Mini Futures, April 2017, SIMJ2017, Multi Commodity Exchange India. Trading Unit: 5 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-04-2017 23:02,16-05-2016,28-04-2017
