serial,Source,commodity,Date,Sentence,polarity,subjectivety,Sentiment_type
18216,Money Control,natural gas,10.10.2011,Natural gas rebounds from 11-month low on U.S. weather outlook,0.05,0.35,Positive
18242,Money Control,natural gas,09.10.2011,Natural gas futures - Weekly review: October 3-7,0.1,0.4,Positive
18272,Money Control,natural gas,06.10.2011,Natural gas futures slump to 1-year low after U.S. supply data,0.05,0.35,Positive
18277,Money Control,natural gas,05.10.2011,Natural gas trades close to 11-month low on weather outlook,0.05,0.35,Positive
18300,Money Control,natural gas,04.10.2011,Natural gas rebounds from 11-month low on cooler U.S. weather,0.05,0.35,Positive
18326,Money Control,natural gas,03.10.2011,Natural gas futures slump to 11-month low on U.S. weather,0.05,0.35,Positive
18339,Money Control,natural gas,03.10.2011,"Kotak Commodity has come out with its report on Copper, Crude Oil.",-0.7,1,Negative
18354,Money Control,natural gas,02.10.2011,Natural gas futures - Weekly review: September 26-30,0.1,0.4,Positive
18392,Money Control,natural gas,28.09.2011,Natural gas futures dip ahead of contract expiry,0.1,0.4,Positive
18393,Money Control,natural gas,28.09.2011,"Kotak Commodity has come out with its report on Natural Gas, Crude oil.",-0.3,0.7,Negative
18407,Money Control,natural gas,27.09.2011,Natural gas futures climb to 1-week high on cool U.S. weather,0.203333333,0.53,Positive
18426,Money Control,natural gas,26.09.2011,Natural gas futures jump to 3-day high on U.S. weather outlook,0.13,0.47,Positive
18447,Money Control,natural gas,25.09.2011,Natural gas futures - Weekly review: September 19-23,0.1,0.4,Positive
18477,Money Control,natural gas,22.09.2011,Natural gas futures pare losses after U.S. EIA data,0.1,0.4,Positive
18493,Money Control,natural gas,21.09.2011,Natural gas futures fall to 6-month low on U.S. demand outlook,0.05,0.35,Positive
18511,Money Control,natural gas,20.09.2011,Natural gas futures decline on cool U.S. weather,0.225,0.525,Positive
18529,Money Control,natural gas,19.09.2011,Natural gas futures hit 6-month low on U.S. weather outlook,0.05,0.35,Positive
18551,Money Control,natural gas,18.09.2011,Natural gas futures - Weekly review: September 12-16,0.1,0.4,Positive
18631,Money Control,natural gas,07.09.2011,"Mangal Keshav has come out with its report on Natural Gas, Copper.",0.1,0.4,Positive
18647,Money Control,natural gas,06.09.2011,"Way2Wealth has come out with its report on Edible, Natural Gas, Pulses.",0.1,0.4,Positive
18764,Money Control,natural gas,24.08.2011,SMC Global has come out with its report on natural gas.,0.05,0.2,Positive
19451,Economies.com,natural gas,29.11.2018,"Natural gas futures fell in American trade off November 21 highs,  while the dollar index inched higher, following earlier data from the US, the world's largest energy consumer, which showed a ...",0.07,0.3,Positive
19483,Economies.com,natural gas,21.11.2018,"Natural gas futures fell in American trade off January 2014 highs for the fourth session out of six, while the dollar index backed off January 2017 highs for another session, following earlier US ...",0.02,0.2,Positive
19529,Economies.com,natural gas,08.11.2018,"Natural gas futures fell off January 29 highs for the third straight session, as the dollar index rebounded from October 22 lows, following earlier data from China, the world's largest energy ...",0.06,0.28,Positive
19553,Economies.com,natural gas,01.11.2018,"Natural gas futures slid one percent in American trade off October 18 highs, even as the dollar index backed off June 2017 highs, following earlier data from the US, the world's largest energy ...",0.025,0.25,Positive
19577,Economies.com,natural gas,25.10.2018,"Natural gas futures rose over one percent in American trade as the dollar index pared gains near August 16 highs, while shrugging off earlier US data that showed another inventory build for the 25th ...",0.16,0.45,Positive
19603,Economies.com,natural gas,18.10.2018,"Natural gas futures tumbled nearly 3% in American trade as the dollar index hit October 9 highs, following earlier data from the US, the world's largest energy consumer, which showed another ...",0.025,0.25,Positive
19626,Economies.com,natural gas,11.10.2018,"Natural gas futures fell nearly two percent in American trade away from January 29 highs, while the dollar index backed off August 20 highs, following earlier inflation and labor data from the US, ...",0.04,0.28,Positive
19651,Economies.com,natural gas,04.10.2018,"Natural gas futures fell over one percent in American trade away from January 26 highs, as the dollar index scaled August 20 highs, after earlier US data showed a spike in inventories past ...",-0.0375,0.2875,Negative
19676,Economies.com,natural gas,27.09.2018,"Natural gas futures rallied over 2% in American trade to January 31 highs after earlier US data showed a lower-than-expected inventory buildup last week. 
 
As of 07:58 GMT, natural gas ...",0.04,0.273333333,Positive
19697,Economies.com,natural gas,20.09.2018,"Natural gas futures rose nearly two percent in American trade to August 22 highs, while the dollar index hit July 9 lows, shrugging off earlier data from the US, the world's largest energy consumer, ...",0.16,0.45,Positive
19723,Economies.com,natural gas,13.09.2018,"Natural gas futures fell nearly one percent in American trade away from September 4 highs, after US data showed another large inventory build for the 19th week in a row. 
 
As of 07:58 ...",0.103571429,0.307142857,Positive
19748,Economies.com,natural gas,06.09.2018,"Natural gas futures fell in American trade to August 2 lows, after earlier US data showed another inventory buildup for the 18th week in a row. 
 
As of 07:58 GMT, natural gas futures due ...",0.015,0.335,Positive
19798,Economies.com,natural gas,23.08.2018,"Natural gas futures rose in American trade as the dollar index climbed from August 2 lows, following earlier data the world's largest energy importer, and shrugging off US data that showed another ...",0.14,0.39,Positive
19824,Economies.com,natural gas,16.08.2018,"Natural gas futures fell nearly one percent in American trade off June 28 highs, as the dollar index traded mostly flat but still near June 2017 highs, following earlier data from the US, the world's ...",0.039285714,0.275,Positive
19850,Economies.com,natural gas,09.08.2018,"Natural gas futures tilted higher off May 7 lows for the 11th session out of 16, after US data showed a slightly lower-than-expected inventory buildup, and following upbeat data from China, the ...",0.045833333,0.291666667,Positive
19877,Economies.com,natural gas,02.08.2018,"Natural gas futures rose over two percent in American trade off July 25 lows, while the dollar index scaled July 20 highs, following earlier data from the US, the world's largest energy consumer, ...",0.14,0.39,Positive
19900,Economies.com,natural gas,26.07.2018,"Natural gas futures titled higher in American trade off July 13 lows, while the dollar index climbed off July 10 lows, following earlier data from the US, the world's largest energy consumer, ...",0.07,0.3,Positive
19925,Economies.com,natural gas,19.07.2018,"Natural gas futures rose nearly two percent in American trade away from May 7 lows, even as the dollar index hit July 14, 2017 highs, following earlier data from the US, the world's largest energy ...",0.133333333,0.391666667,Positive
19953,Economies.com,natural gas,12.07.2018,"Natural gas futures fell over one percent in American trade as the dollar index hit July 3 highs, following earlier data from the US, the world's largest energy consumer, including the EIA report ...",0.025,0.25,Positive
19974,Economies.com,natural gas,06.07.2018,"Natural gas futures rose in American trade away from May 22 lows, as the dollar index slid away from July 14, 2017 highs for the fourth session out of seven, following earlier data from the US, the ...",0.116666667,0.325,Positive
20000,Economies.com,natural gas,28.06.2018,"Natural gas futures fell over one percent in American trade away from June 18 highs, while the dollar index traded mostly flat near July 14, 2017 highs, following earlier data from the US, the ...",0.029166667,0.254166667,Positive
20015,Economies.com,natural gas,21.06.2018,"Natural gas futures rose in American trade as the dollar index fell  for the first time in three sessions off July 14 highs, following earlier data from the US, the world's largest energy ...",0.158333333,0.380555556,Positive
20073,Economies.com,natural gas,31.05.2018,"Natural gas futures rose over two percent to early February highs, as the dollar index fell off November 7 peak, following earlier data from China, the world's largest energy importer, and the US, ...",0.16,0.45,Positive
20094,Economies.com,natural gas,24.05.2018,"Natural gas futures rose nearly one percent in American trade to early February highs, while the dollar index fell off five-month highs, following earlier US data that showed a dip in the weekly ...",0.128571429,0.378571429,Positive
20114,Economies.com,natural gas,17.05.2018,"Natural gas futures rose over one percent in American trade away from May 19 lows while the dollar index eked out small gains, shrugging off earlier US data that showed a larger-than-expected ...",0.09,0.45,Positive
20140,Economies.com,natural gas,10.05.2018,"Natural gas futures rose nearly three in American trade to April 27 highs, as the dollar index fell off December 22 highs, following earlier data from China, the world's largest energy importer, and ...",0.133333333,0.391666667,Positive
20170,Economies.com,natural gas,03.05.2018,"Natural gas futures fell nearly one percent in American trade to April 20 lows as the dollar index traded mostly flat, following earlier data from the US, the world's largest energy consumer, ...",0.029166667,0.254166667,Positive
20199,Economies.com,natural gas,26.04.2018,"Natural gas futures rose over one percent in American trade to February 5 highs while the dollar index scaled January 12 highs, following earlier data from the US, the world's largest energy ...",0.14,0.39,Positive
20229,Economies.com,natural gas,19.04.2018,"Natural gas futures tumbled three percent in American trade away from March 14 highs as the dollar index rebounded from March 27 lows for the third straight session, despite earlier US data that ...",0.06,0.26,Positive
20258,Economies.com,natural gas,12.04.2018,"Natural gas futures rose in American trade from March 27 lows for the second session even as the dollar index rebounded from March 28 lows, following earlier data from the US, the world's largest ...",0.116666667,0.325,Positive
20287,Economies.com,natural gas,05.04.2018,"Natural gas futures fell nearly two percent in American trade as the dollar index gained ground, following earlier data from the US, the world's largest energy consumer, including the EIA report that ...",0.04,0.28,Positive
20310,Economies.com,natural gas,29.03.2018,"Natural gas futures rose over one percent in American trade to March 14 highs, even as the dollar index rose to March 21 highs, following earlier data from the US, the world's largest energy ...",0.216666667,0.483333333,Positive
20339,Economies.com,natural gas,22.03.2018,"Natural gas futures fell nearly one percent in American trade to February 26 lows, as the dollar index rebounded from February 20 lows, and following earlier data from the US, the world's largest ...",0.04,0.28,Positive
20369,Economies.com,natural gas,15.03.2018,"Natural gas futures fell nearly two percent in American trade away from February 5 highs for the third session as the dollar index rose for the second straight session from one-week lows, following ...",0.125,0.28125,Positive
20398,Economies.com,natural gas,08.03.2018,"Natural gas futures fell nearly one percent in American trade away from February 5 highs as the dollar index rebounded from February 20 lows, following earlier data from China, the world's largest ...",0.04,0.28,Positive
20429,Economies.com,natural gas,01.03.2018,"Natural gas futures rose over one percent to February 8 highs in American trade as the dollar index bounced off January 18 highs, following earlier data from the US, the world's largest energy ...",0.14,0.39,Positive
20458,Economies.com,natural gas,22.02.2018,"Natural gas futures lost over one percent in American trade even as the dollar index declined for the first time in five sessions, following earlier data from the US, the world's largest energy ...",0.07,0.266666667,Positive
20484,Economies.com,natural gas,15.02.2018,"Natural gas futures fell to February 22, 2017 lows even as the dollar index hit the lowest since early February, following earlier data from the US, the world's largest energy consumer, including the ...",0.05,0.325,Positive
20515,Economies.com,natural gas,08.02.2018,"Natural gas futures fell in American trade to December 27 lows as the dollar index rose to January 23 highs, following earlier data from China, the world's largest energy importer, and the US, the ...",0.14,0.39,Positive
20545,Economies.com,natural gas,01.02.2018,"Natural gas futures fell over four percent in American trade to the lowest since January 9, as the dollar index plumbed January 25 lows, following a basket of data from the US, the world's largest ...",0.033333333,0.166666667,Positive
20571,Economies.com,natural gas,25.01.2018,"Natural gas futures fell nearly two percent in American trade as the dollar bounced off December 17, 2014 lows, following earlier data from the US, the world's largest energy consumer, including the ...",0.04,0.28,Positive
20589,Economies.com,natural gas,18.01.2018,"Natural gas futures fell nearly one percent in American trade as the dollar index plumbed late-2014 lows, following a basket of data from China, the world's largest energy importer, and the US, the ...",0.05,0.225,Positive
20624,Economies.com,natural gas,04.01.2018,"Natural gas futures fell below $3 on Thursday away from December 4 highs, after earlier data from the US, the world's largest energy consumer, including the EIA report that showed a ...",0.05,0.45,Positive
20654,Economies.com,natural gas,21.12.2017,"Natural gas futures fell one percent to February 22 lows, even as the dollar index dipped for the fourth straight session, following a basket of data from the US, the world's largest energy consumer, ...",0.075,0.225,Positive
20674,Economies.com,natural gas,14.12.2017,"Natural gas futures fell nearly one percent to the lowest since February 24 as the dollar index rose, following a basket of data from China and the US, including the EIA report that showed a ...",0.2,0.4625,Positive
20688,Economies.com,natural gas,08.12.2017,"Natural gas futures tilted higher in American trade to pare some of the losses made this week, even as the dollar index rose for the fourth consecutive session to the highest since November 21, ...",0.19,0.37,Positive
20705,Economies.com,natural gas,30.11.2017,"Natural gas futures fell nearly five percent even as the dollar index gave up ground, following earlier data from the US, the world's largest energy consumer, including the EIA report that showed a ...",0.05,0.35,Positive
20726,Economies.com,natural gas,22.11.2017,"Natural gas futures slid over one percent to below $3 even as the dollar index hit a one-week trough, following a stream of US data, including the EIA report that showed a less-than-expected ...",0.05,0.25,Positive
20738,Economies.com,natural gas,16.11.2017,"Natural gas futures fell nearly one percent as the dollar index rebounded for the second session from the lowest since October 20, following earlier data from the US, the world's largest energy ...",0.04,0.28,Positive
20758,Economies.com,natural gas,09.11.2017,"Natural gas futures jumped over 1% to the highest since late May, heading for the sixth daily profit in a row, as the dollar hit a week low, following earlier data from the US, the world's largest ...",-0.033333333,0.316666667,Negative
20761,Economies.com,natural gas,09.11.2017,"The Energy Information administration released its report on US natural gas inventories, showing a reduced buildup of 15 billion cubic feet in the week ending November 3, down sharply from 65B in the ...",-0.060185185,0.47962963,Negative
20776,Economies.com,natural gas,02.11.2017,"Natural gas futures rose over one percent in American trade as the dollar index fell, following a basket of data from the US, the world's largest energy consumer, including the EIA report that showed ...",0.175,0.3625,Positive
20789,Economies.com,natural gas,26.10.2017,"Natural gas futures tumbled over one percent in American trade as the dollar index rose to the highest since July 20, following an array of data from the US, the world's largest energy consumer, ...",0.175,0.3625,Positive
20792,Economies.com,natural gas,26.10.2017,"The Energy Information Administration released its US natural gas inventory report, showing a buildup of 64 billion cubic feet in the week ending October 20, adding to a 51B rise in the previous ...",-0.033333333,0.283333333,Negative
20806,Economies.com,natural gas,19.10.2017,"Natural gas futures rose nearly one percent in American trade as the dollar index declined for the second straight session, following an array of data from China and the US, the world's largest ...",0.142857143,0.321428571,Positive
20822,Economies.com,natural gas,12.10.2017,"Natural gas futures spiked nearly four percent in American trade as the dollar index continued moving away from the highest since July 26 for the fifth session in a row, following a spate of data ...",0.05,0.225,Positive
20837,Economies.com,natural gas,05.10.2017,"Natural gas futures fell nearly one percent in American trade as the dollar index hit the highest since August 17, following a stream of data from the US, the world's largest energy consumer, ...",0.05,0.225,Positive
20852,Economies.com,natural gas,28.09.2017,"Natural gas futures slid over one percent in American trade even as the dollar index glided away from the highest since August 18, following an array of data from the US, the world's largest energy ...",0.033333333,0.166666667,Positive
20868,Economies.com,natural gas,21.09.2017,"Natural gas futures slumped in American trade as the dollar index slipped, following a spate of data from the US, the world's largest energy consumer, including the EIA report that showed a ...",0.033333333,0.166666667,Positive
20886,Economies.com,natural gas,14.09.2017,"Natural gas futures tilted higher in American trade as the dollar index declined, following an array of data from the US, the world's largest energy consumer, including the EIA report that showed a ...",0.0875,0.25,Positive
20889,Economies.com,natural gas,14.09.2017,"The Energy Information Administration released its report on US natural gas inventories, showing a buildup of 91 billion cubic feet in the week ending September 8, adding to the 65B rise in the ...",0.1,0.4,Positive
20905,Economies.com,natural gas,07.09.2017,"Natural gas futures slid nearly one percent even as the dollar index slumped to the lowest since January 6, 2015, following an array of data from the US, the world's largest energy consumer, ...",0.066666667,0.3,Positive
20918,Economies.com,natural gas,31.08.2017,"Natural gas futures surged nearly three percent as the dollar index traded flat, following a spate of data from the US, the world's largest energy consumer, including the EIA report that showed a ...",0.04375,0.25625,Positive
20935,Economies.com,natural gas,24.08.2017,"Natural gas futures advanced nearly one percent even as the dollar gained ground today, following a spate of data from the US, the world's largest energy consumer, including the EIA report that ...",0.15,0.375,Positive
20954,Economies.com,natural gas,17.08.2017,"Natural gas futures rose over one percent even as the dollar index settled lower, following earlier data from the US, the world's largest energy consumer, including the EIA report that showed a ...",0.175,0.4875,Positive
20973,Economies.com,natural gas,10.08.2017,"Natural gas futures rallied over three percent as the dollar index declined, following earlier data from the US, the world's largest energy consumer, including the EIA report that showed a ...",0.033333333,0.333333333,Positive
20995,Economies.com,natural gas,03.08.2017,"Natural gas prices tilted lower as the dollar index hovered near a 15-month low, following earlier data from the US, the world's largest energy consumer, including the EIA report that showed another ...",0.04,0.34,Positive
21013,Economies.com,natural gas,27.07.2017,"Natural gas futures rose over 1% even as the dollar index gained ground away from the lowest since June 23, 2016, following earlier data from the US, including the EIA report that showed a smaller ...",0.14,0.49,Positive
21031,Economies.com,natural gas,20.07.2017,"US natural gas prices fell over one percent even as the dollar index hit another 11-month trough, following earlier data that included the EIA inventory report, which showed another US buildup for ...",0.033333333,0.333333333,Positive
21034,Economies.com,natural gas,20.07.2017,"The Energy Information Administration released its report on US natural gas inventories, showing a buildup of 28 billion cubic feet in the week ending July 14, adding to the previous reading's 57B ...",-0.033333333,0.283333333,Negative
21052,Economies.com,natural gas,13.07.2017,"Natural gas futures fell nearly one percent as the dollar traded flat throughout the day, following earlier US data, including the EIA report that showed another inventory buildup for the 15th week ...",0.035,0.305,Positive
21065,Economies.com,natural gas,07.07.2017,"Natural gas futures slid nearly one percent in American trade as the dollar index rose today, following earlier US data that included the EIA inventory report, which showed another US buildup for the ...",0.133333333,0.391666667,Positive
21083,Economies.com,natural gas,29.06.2017,"Natural gas futures slumped nearly two percent in American trade even as the dollar hit its lowest since late September, following earlier data from the US, which showed natural gas inventories rose ...",0.075,0.41875,Positive
21098,Economies.com,natural gas,22.06.2017,"Natural gas futures titled higher even as the dollar inched up, following earlier US data that included the EIA inventory report, which showed US storage buildup shrinking last week.
 
As of ...",0.07,0.313333333,Positive
21114,Economies.com,natural gas,15.06.2017,"Natural gas futures surged in American trade even as the dollar index continued its rebound off a seven-month trough, after the EIA inventory report showed a less-than-expected buildup last ...",0.033333333,0.155555556,Positive
21127,Economies.com,natural gas,08.06.2017,"Natural gas futures tilted higher in American trade even as the dollar rebounded for the second session from a seven-month low, while the EIA report showed the largest US inventory buildup since ...",0.07,0.24,Positive
21141,Economies.com,natural gas,01.06.2017,"Natural gas futures fell nearly two percent in American trade as the dollar gained ground, following earlier data from the US, including the EIA report that showed the largest inventory buildup last ...",0.033333333,0.244444444,Positive
21155,Economies.com,natural gas,25.05.2017,"Natural gas futures fell nearly one percent in American trade as the dollar index settled higher, following earlier data from the US, including the EIA inventory report, which showed a widened ...",0.075,0.316666667,Positive
21168,Economies.com,natural gas,18.05.2017,"Natural gas futures tilted lower in American trade as the dollar index climbed off a six-month low, following earlier U.S.data, including the EIA report that showed a widened buildup in U.S. natural ...",0.033333333,0.283333333,Positive
21180,Economies.com,natural gas,11.05.2017,"Natural gas futures rose nearly three percent in American trade as the dollar index fell according to their inverse relation, which follows earlier U.S. data, including the EIA report showing a ...",0.16,0.45,Positive
21191,Economies.com,natural gas,04.05.2017,"Natural gas futures tumbled nearly two percent in American trade, shrugging off the dollar's slide today, which follows earlier U.S. data that included the EIA inventory report, showing another build ...",0.05,0.325,Positive
21202,Economies.com,natural gas,27.04.2017,"Natural gas futures tumbled nearly one percent in American trade as the dollar index settled higher according to their inverse relation, which follows earlier data from the U.S., including the weekly ...",0.09,0.36,Positive
21213,Economies.com,natural gas,20.04.2017,"Natural gas futures fell nearly one percent in American trade as the dollar index edged higher according to their inverse relation, which follows a spate of data from the U.S., including the EIA ...",0.1125,0.325,Positive
21222,Economies.com,natural gas,13.04.2017,"Natural gas futures rose over one percent in American trade as the dollar index fell according to their inverse relation, following earlier data from the U.S., the world's largest energy consumer, ...",0.14,0.39,Positive
21233,Economies.com,natural gas,06.04.2017,"Natural gas prices rose nearly two percent in American trade, shrugging off the dollar's rise, which follows a spate of data from the U.S., the world's largest energy consumer, including the EIA ...",0.2,0.4375,Positive
21252,Economies.com,natural gas,23.03.2017,"Natural gas futures rose nearly one percent in American trade, shrugging off the dollar's modest rise, which follows a spate of data from the U.S., the world's largest energy consumer, including the ...",0.18,0.53,Positive
21274,Economies.com,natural gas,09.03.2017,"Natural gas prices rose nearly two percent in American trade as the dollar index fell according to their inverse relation, following earlier data from the U.S., the world's largest energy consumer, ...",0.133333333,0.391666667,Positive
21285,Economies.com,natural gas,02.03.2017,"Natural gas futures tilted lower in American trade as the dollar index rose according to their inverse relation, following a spate of data from the U.S., the world's largest energy consumer, ...",0.175,0.3625,Positive
21299,Economies.com,natural gas,23.02.2017,"Natural gas futures rose nearly one percent in American trade as the dollar index dips according to their inverse relation, which follows a basket of data from the U.S., the world's largest energy ...",0.2,0.4375,Positive
21309,Economies.com,natural gas,16.02.2017,"Natural gas prices slumped over two percent in American trade, shrugging off the dollar's fall, which follows a stream of data from the U.S., the world's largest energy consumer, including the EIA ...",0.05,0.2,Positive
21322,Economies.com,natural gas,09.02.2017,"Natural gas futures tilted higher in American trade, shrugging off the dollar's rise, which follows a spate of data from the U.S., the world's largest energy consumer, including the weekly EIA report ...",0.116666667,0.3,Positive
21336,Economies.com,natural gas,02.02.2017,"Natural gas futures tilted higher in American trade, shrugging off the dollar's bounce from its lowest level since mid-November according to their inverse relation, which follows a spate of data from ...",0.116666667,0.3,Positive
21350,Economies.com,natural gas,26.01.2017,"Natural gas futures rose over one percent in American trade, shrugging off the dollar's rise, which follows a stream of data from the U.S., the world's largest energy consumer, including the weekly ...",0.233333333,0.45,Positive
21362,Economies.com,natural gas,20.01.2017,"Natural gas futures shed over four percent in American trade, shrugging off the dollar's drop, which follows earlier data from China, the world'a second largest energy consumer, and amid a lack of ...",0.025,0.225,Positive
22834,Economies.com,natural gas,29.01.2016,"Natural gas prices jumped nearly four percent in the American session despite the rising dollar index, following a spate of earlier data showing a big slowdown in GDP growth in the fourth quarter, ...",0.028571429,0.214285714,Positive
22836,Economies.com,natural gas,28.01.2016,"Natural gas prices edged up in American trade after the EIA weekly report on storage volumes showed a bigger draw compared to the previous reading, while the U.S. dollar index stumbled following a ...",-0.013333333,0.233333333,Negative
22849,Economies.com,natural gas,22.01.2016,"Natural gas prices took a step back as the U.S. dollar index muscles its way up according to the inverse relation between the two, which comes after a spate of U.S. data showing an unexpected jump in ...",0.066666667,0.466666667,Positive
22854,Economies.com,natural gas,21.01.2016,"Natural gas prices gave up ground after a smaller-than-expected storage draw last week, while also being pressured by a stronger dollar. The dip comes about after earlier U.S. data showing a jump in ...",0.033333333,0.322222222,Positive
22870,Economies.com,natural gas,15.01.2016,"Natural gas prices fell nearly 2% despite a drop in the dollar index, after a barrage of earlier U.S. data showed a slide in all of retail sales, Producer Price Index, industrial and manufacturing ...",0.066666667,0.433333333,Positive
22875,Economies.com,natural gas,14.01.2016,"Natural gas prices plummeted nearly 5% after the EIA report showed a disappointing drop in the inventories, and as the dollar index notches up gains, making the dollar-denominated gas futures more ...",0.025,0.5,Positive
23497,Economies.com,natural gas,21.02.2014,West Texas Intermediate (WTI) crude was set to post its longest run of weekly rise on Friday as the cold weather in North America boosted demand for heating oil in the world’s largest economy.  ...,-0.65,1,Negative
23633,Economies.com,natural gas,10.12.2013,"Crude oil rebounded on Tuesday amid believes the US crude inventories fell for the second week in the US, the world’s biggest oil consumer, while China’s upbeat data added to signs that ...",-0.466666667,0.666666667,Negative
24907,Economic Times,natural gas,24.08.2018,"MCX Gold has immediate resistance at Rs 29,750-29,850 zone.",0,0,Neutral
24983,Economic Times,natural gas,23.07.2018,"Natural gas may trade with a sideways bias as it can source its support from near Rs 186 with a likely hurdle near Rs 192.
",0.075,0.55,Positive
25034,Economic Times,natural gas,29.06.2018,Here's a look at the likely trends of key commodities for today's session.,0,1,Neutral
